Scope L1,Scope L2,Level 1,Level 2,Level 3,Level 4,Level 5,Factor Source,Column Text,Description,UOM,kg CO2e,kg CO2e of CO2,kg CO2e of CH4,kg CO2e of N2O,kWh (Net CV),kWh (net)
Scope 1,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),,Average laden,GHG Conversion Factor 2022,Average laden,,miles,95.345,94.367,16,962,,
Scope 1,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),,0% Laden,GHG Conversion Factor 2022,0% Laden,,km,66.383,65.642,12,729,,
Scope 1,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),,0% Laden,GHG Conversion Factor 2022,0% Laden,,miles,106.833,1.0564,2,1.173,,
Scope 1,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),,100% Laden,GHG Conversion Factor 2022,100% Laden,,km,85.138,84.397,12,729,,
Scope 1,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),,100% Laden,GHG Conversion Factor 2022,100% Laden,,miles,137.016,135.823,2,1.173,,
Scope 1,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),,50% Laden,GHG Conversion Factor 2022,50% Laden,,km,7.576,75.019,12,729,,
Scope 1,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),,50% Laden,GHG Conversion Factor 2022,50% Laden,,miles,121.925,120.732,2,1.173,,
Scope 1,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),,Average laden,GHG Conversion Factor 2022,Average laden,,km,72.384,71.643,12,729,,
Scope 1,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),,Average laden,GHG Conversion Factor 2022,Average laden,,miles,116.492,115.299,2,1.173,,
Scope 1,Scope 1,Delivery vehicles,Vans,Average (up to 3.5 tonnes),,Battery Electric Vehicle,GHG Conversion Factor 2022,Battery Electric Vehicle,,km,0,0,0,0,,
Scope 1,Scope 1,Delivery vehicles,Vans,Average (up to 3.5 tonnes),,Battery Electric Vehicle,GHG Conversion Factor 2022,Battery Electric Vehicle,,miles,0,0,0,0,,
Scope 1,Scope 1,Delivery vehicles,Vans,Average (up to 3.5 tonnes),,CNG,GHG Conversion Factor 2022,CNG,,km,23.575,23.401,118,56,,
Scope 1,Scope 1,Delivery vehicles,Vans,Average (up to 3.5 tonnes),,CNG,GHG Conversion Factor 2022,CNG,,miles,37.939,3.766,189,9,,
Scope 1,Scope 1,Delivery vehicles,Vans,Average (up to 3.5 tonnes),,Diesel,GHG Conversion Factor 2022,Diesel,,km,23.156,2.297,0,186,,
Scope 1,Scope 1,Delivery vehicles,Vans,Average (up to 3.5 tonnes),,Diesel,GHG Conversion Factor 2022,Diesel,,miles,37.268,36.967,1,3,,
Scope 1,Scope 1,Delivery vehicles,Vans,Average (up to 3.5 tonnes),,LPG,GHG Conversion Factor 2022,LPG,,km,25.924,25.864,4,56,,
Scope 1,Scope 1,Delivery vehicles,Vans,Average (up to 3.5 tonnes),,LPG,GHG Conversion Factor 2022,LPG,,miles,41.721,41.625,6,9,,
Scope 1,Scope 1,Delivery vehicles,Vans,Average (up to 3.5 tonnes),,Petrol,GHG Conversion Factor 2022,Petrol,,km,21.332,21.259,24,49,,
Scope 1,Scope 1,Delivery vehicles,Vans,Average (up to 3.5 tonnes),,Petrol,GHG Conversion Factor 2022,Petrol,,miles,3.433,34.213,38,79,,
Scope 1,Scope 1,Delivery vehicles,Vans,Average (up to 3.5 tonnes),,Plug-in Hybrid Electric Vehicle,GHG Conversion Factor 2022,Plug-in Hybrid Electric Vehicle,,km,,,,,,
Scope 1,Scope 1,Delivery vehicles,Vans,Average (up to 3.5 tonnes),,Plug-in Hybrid Electric Vehicle,GHG Conversion Factor 2022,Plug-in Hybrid Electric Vehicle,,miles,,,,,,
Scope 1,Scope 1,Delivery vehicles,Vans,Average (up to 3.5 tonnes),,Unknown,GHG Conversion Factor 2022,Unknown,,km,23.099,22.916,1,182,,
Scope 1,Scope 1,Delivery vehicles,Vans,Average (up to 3.5 tonnes),,Unknown,GHG Conversion Factor 2022,Unknown,,miles,37.174,3.688,2,292,,
Scope 1,Scope 1,Delivery vehicles,Vans,Class I (up to 1.305 tonnes),,Battery Electric Vehicle,GHG Conversion Factor 2022,Battery Electric Vehicle,,km,0,0,0,0,,
Scope 1,Scope 1,Delivery vehicles,Vans,Class I (up to 1.305 tonnes),,Battery Electric Vehicle,GHG Conversion Factor 2022,Battery Electric Vehicle,,miles,0,0,0,0,,
Scope 1,Scope 1,Delivery vehicles,Vans,Class I (up to 1.305 tonnes),,CNG,GHG Conversion Factor 2022,CNG,,km,,,,,,
Scope 1,Scope 1,Delivery vehicles,Vans,Class I (up to 1.305 tonnes),,CNG,GHG Conversion Factor 2022,CNG,,miles,,,,,,
Scope 1,Scope 1,Delivery vehicles,Vans,Class I (up to 1.305 tonnes),,Diesel,GHG Conversion Factor 2022,Diesel,,km,14.189,14.003,0,186,,
Scope 1,Scope 1,Delivery vehicles,Vans,Class I (up to 1.305 tonnes),,Diesel,GHG Conversion Factor 2022,Diesel,,miles,22.836,22.535,1,3,,
Scope 1,Scope 1,Delivery vehicles,Vans,Class I (up to 1.305 tonnes),,LPG,GHG Conversion Factor 2022,LPG,,km,,,,,,
Scope 1,Scope 1,Delivery vehicles,Vans,Class I (up to 1.305 tonnes),,LPG,GHG Conversion Factor 2022,LPG,,miles,,,,,,
Scope 1,Scope 1,Delivery vehicles,Vans,Class I (up to 1.305 tonnes),,Petrol,GHG Conversion Factor 2022,Petrol,,km,19.687,19.614,24,49,,
Scope 1,Scope 1,Delivery vehicles,Vans,Class I (up to 1.305 tonnes),,Petrol,GHG Conversion Factor 2022,Petrol,,miles,31.683,31.566,38,79,,
Scope 1,Scope 1,Delivery vehicles,Vans,Class I (up to 1.305 tonnes),,Plug-in Hybrid Electric Vehicle,GHG Conversion Factor 2022,Plug-in Hybrid Electric Vehicle,,km,,,,,,
Scope 1,Scope 1,Delivery vehicles,Vans,Class I (up to 1.305 tonnes),,Plug-in Hybrid Electric Vehicle,GHG Conversion Factor 2022,Plug-in Hybrid Electric Vehicle,,miles,,,,,,
Scope 1,Scope 1,Delivery vehicles,Vans,Class I (up to 1.305 tonnes),,Unknown,GHG Conversion Factor 2022,Unknown,,km,,,,,,
Scope 1,Scope 1,Delivery vehicles,Vans,Class I (up to 1.305 tonnes),,Unknown,GHG Conversion Factor 2022,Unknown,,miles,,,,,,
Scope 1,Scope 1,Delivery vehicles,Vans,Class II (1.305 to 1.74 tonnes),,Battery Electric Vehicle,GHG Conversion Factor 2022,Battery Electric Vehicle,,km,0,0,0,0,,
Scope 1,Scope 1,Delivery vehicles,Vans,Class II (1.305 to 1.74 tonnes),,Battery Electric Vehicle,GHG Conversion Factor 2022,Battery Electric Vehicle,,miles,0,0,0,0,,
Scope 1,Scope 1,Delivery vehicles,Vans,Class II (1.305 to 1.74 tonnes),,CNG,GHG Conversion Factor 2022,CNG,,km,,,,,,
Scope 1,Scope 1,Delivery vehicles,Vans,Class II (1.305 to 1.74 tonnes),,CNG,GHG Conversion Factor 2022,CNG,,miles,,,,,,
Scope 1,Scope 1,Delivery vehicles,Vans,Class II (1.305 to 1.74 tonnes),,Diesel,GHG Conversion Factor 2022,Diesel,,km,17.513,17.327,0,186,,
Scope 1,Scope 1,Delivery vehicles,Vans,Class II (1.305 to 1.74 tonnes),,Diesel,GHG Conversion Factor 2022,Diesel,,miles,28.186,27.885,1,3,,
Scope 1,Scope 1,Delivery vehicles,Vans,Class II (1.305 to 1.74 tonnes),,LPG,GHG Conversion Factor 2022,LPG,,km,,,,,,
Scope 1,Scope 1,Delivery vehicles,Vans,Class II (1.305 to 1.74 tonnes),,LPG,GHG Conversion Factor 2022,LPG,,miles,,,,,,
Scope 1,Scope 1,Delivery vehicles,Vans,Class II (1.305 to 1.74 tonnes),,Petrol,GHG Conversion Factor 2022,Petrol,,km,20.461,20.388,24,49,,
Scope 1,Scope 1,Delivery vehicles,Vans,Class II (1.305 to 1.74 tonnes),,Petrol,GHG Conversion Factor 2022,Petrol,,miles,32.928,32.811,38,79,,
Scope 1,Scope 1,Delivery vehicles,Vans,Class II (1.305 to 1.74 tonnes),,Plug-in Hybrid Electric Vehicle,GHG Conversion Factor 2022,Plug-in Hybrid Electric Vehicle,,km,,,,,,
Scope 1,Scope 1,Delivery vehicles,Vans,Class II (1.305 to 1.74 tonnes),,Plug-in Hybrid Electric Vehicle,GHG Conversion Factor 2022,Plug-in Hybrid Electric Vehicle,,miles,,,,,,
Scope 1,Scope 1,Delivery vehicles,Vans,Class II (1.305 to 1.74 tonnes),,Unknown,GHG Conversion Factor 2022,Unknown,,km,,,,,,
Scope 1,Scope 1,Delivery vehicles,Vans,Class II (1.305 to 1.74 tonnes),,Unknown,GHG Conversion Factor 2022,Unknown,,miles,,,,,,
Scope 1,Scope 1,Delivery vehicles,Vans,Class III (1.74 to 3.5 tonnes),,Battery Electric Vehicle,GHG Conversion Factor 2022,Battery Electric Vehicle,,km,0,0,0,0,,
Scope 1,Scope 1,Delivery vehicles,Vans,Class III (1.74 to 3.5 tonnes),,Battery Electric Vehicle,GHG Conversion Factor 2022,Battery Electric Vehicle,,miles,0,0,0,0,,
Scope 1,Scope 1,Delivery vehicles,Vans,Class III (1.74 to 3.5 tonnes),,CNG,GHG Conversion Factor 2022,CNG,,km,,,,,,
Scope 1,Scope 1,Delivery vehicles,Vans,Class III (1.74 to 3.5 tonnes),,CNG,GHG Conversion Factor 2022,CNG,,miles,,,,,,
Scope 1,Scope 1,Delivery vehicles,Vans,Class III (1.74 to 3.5 tonnes),,Diesel,GHG Conversion Factor 2022,Diesel,,km,25.481,25.295,0,186,,
Scope 1,Scope 1,Delivery vehicles,Vans,Class III (1.74 to 3.5 tonnes),,Diesel,GHG Conversion Factor 2022,Diesel,,miles,4.101,40.709,1,3,,
Scope 1,Scope 1,Delivery vehicles,Vans,Class III (1.74 to 3.5 tonnes),,LPG,GHG Conversion Factor 2022,LPG,,km,,,,,,
Scope 1,Scope 1,Delivery vehicles,Vans,Class III (1.74 to 3.5 tonnes),,LPG,GHG Conversion Factor 2022,LPG,,miles,,,,,,
Scope 1,Scope 1,Delivery vehicles,Vans,Class III (1.74 to 3.5 tonnes),,Petrol,GHG Conversion Factor 2022,Petrol,,km,32.607,32.534,24,49,,
Scope 1,Scope 1,Delivery vehicles,Vans,Class III (1.74 to 3.5 tonnes),,Petrol,GHG Conversion Factor 2022,Petrol,,miles,52.475,52.358,38,79,,
Scope 1,Scope 1,Delivery vehicles,Vans,Class III (1.74 to 3.5 tonnes),,Plug-in Hybrid Electric Vehicle,GHG Conversion Factor 2022,Plug-in Hybrid Electric Vehicle,,km,,,,,,
Scope 1,Scope 1,Delivery vehicles,Vans,Class III (1.74 to 3.5 tonnes),,Plug-in Hybrid Electric Vehicle,GHG Conversion Factor 2022,Plug-in Hybrid Electric Vehicle,,miles,,,,,,
Scope 1,Scope 1,Delivery vehicles,Vans,Class III (1.74 to 3.5 tonnes),,Unknown,GHG Conversion Factor 2022,Unknown,,km,,,,,,
Scope 1,Scope 1,Delivery vehicles,Vans,Class III (1.74 to 3.5 tonnes),,Unknown,GHG Conversion Factor 2022,Unknown,,miles,,,,,,
Scope 1,Scope 1,Fuels,Gaseous fuels,Butane,,,GHG Conversion Factor 2022,,,kWh (Gross CV),2.224,2.221,17,13,,
Scope 1,Scope 1,Fuels,Gaseous fuels,Butane,,,GHG Conversion Factor 2022,,,kWh (Net CV),24.106,24.074,18,14,,
Scope 1,Scope 1,Fuels,Gaseous fuels,Butane,,,GHG Conversion Factor 2022,,,litres,174.529,174.296,129,104,,
Scope 1,Scope 1,Fuels,Gaseous fuels,Butane,,,GHG Conversion Factor 2022,,,tonnes,3033.32,3029.26,2.25,1.8,,
Scope 1,Scope 1,Fuels,Gaseous fuels,CNG,,,GHG Conversion Factor 2022,,,kWh (Gross CV),18.254,18.219,25,1,,
Scope 1,Scope 1,Fuels,Gaseous fuels,CNG,,,GHG Conversion Factor 2022,,,kWh (Net CV),20.227,20.188,28,11,,
Scope 1,Scope 1,Fuels,Gaseous fuels,CNG,,,GHG Conversion Factor 2022,,,litres,44.436,44.353,6,23,,
Scope 1,Scope 1,Fuels,Gaseous fuels,CNG,,,GHG Conversion Factor 2022,,,tonnes,2539.25,2534.47,3.44,1.34,,
Scope 1,Scope 1,Fuels,Gaseous fuels,LNG,,,GHG Conversion Factor 2022,,,kWh (Gross CV),18.397,18.362,25,1,,
Scope 1,Scope 1,Fuels,Gaseous fuels,LNG,,,GHG Conversion Factor 2022,,,kWh (Net CV),20.386,20.347,28,11,,
Scope 1,Scope 1,Fuels,Gaseous fuels,LNG,,,GHG Conversion Factor 2022,,,litres,1.158,115.583,156,61,,
Scope 1,Scope 1,Fuels,Gaseous fuels,LNG,,,GHG Conversion Factor 2022,,,tonnes,2559.17,2554.39,3.44,1.34,,
Scope 1,Scope 1,Fuels,Gaseous fuels,LPG,,,GHG Conversion Factor 2022,,,kWh (Gross CV),21.449,21.419,17,13,,
Scope 1,Scope 1,Fuels,Gaseous fuels,LPG,,,GHG Conversion Factor 2022,,,kWh (Net CV),23.031,22.999,18,14,,
Scope 1,Scope 1,Fuels,Gaseous fuels,LPG,,,GHG Conversion Factor 2022,,,litres,155.709,155.491,121,97,,
Scope 1,Scope 1,Fuels,Gaseous fuels,LPG,,,GHG Conversion Factor 2022,,,tonnes,2939.29,2935.18,2.28,1.83,,
Scope 1,Scope 1,Fuels,Gaseous fuels,Natural gas,,,GHG Conversion Factor 2022,,,cubic metres,201.574,201.193,274,107,,
Scope 1,Scope 1,Fuels,Gaseous fuels,Natural gas,,,GHG Conversion Factor 2022,,,kWh (Gross CV),18.254,18.219,25,1,,
Scope 1,Scope 1,Fuels,Gaseous fuels,Natural gas,,,GHG Conversion Factor 2022,,,kWh (Net CV),20.227,20.188,28,11,,
Scope 1,Scope 1,Fuels,Gaseous fuels,Natural gas,,,GHG Conversion Factor 2022,,,tonnes,2539.25,2534.47,3.44,1.34,,
Scope 1,Scope 1,Fuels,Gaseous fuels,Natural gas (100% mineral blend),,,GHG Conversion Factor 2022,,,cubic metres,203.155,202.774,274,107,,
Scope 1,Scope 1,Fuels,Gaseous fuels,Natural gas (100% mineral blend),,,GHG Conversion Factor 2022,,,kWh (Gross CV),18.397,18.362,25,1,,
Scope 1,Scope 1,Fuels,Gaseous fuels,Natural gas (100% mineral blend),,,GHG Conversion Factor 2022,,,kWh (Net CV),20.386,20.347,28,11,,
Scope 1,Scope 1,Fuels,Gaseous fuels,Natural gas (100% mineral blend),,,GHG Conversion Factor 2022,,,tonnes,2559.17,2554.39,3.44,1.34,,
Scope 1,Scope 1,Fuels,Gaseous fuels,Other petroleum gas,,,GHG Conversion Factor 2022,,,kWh (Gross CV),18.324,18.305,8,1,,
Scope 1,Scope 1,Fuels,Gaseous fuels,Other petroleum gas,,,GHG Conversion Factor 2022,,,kWh (Net CV),19.917,19.897,9,11,,
Scope 1,Scope 1,Fuels,Gaseous fuels,Other petroleum gas,,,GHG Conversion Factor 2022,,,litres,94.441,94.348,43,51,,
Scope 1,Scope 1,Fuels,Gaseous fuels,Other petroleum gas,,,GHG Conversion Factor 2022,,,tonnes,2578.25,2575.7,1.17,1.39,,
Scope 1,Scope 1,Fuels,Gaseous fuels,Propane,,,GHG Conversion Factor 2022,,,kWh (Gross CV),21.411,21.381,16,13,,
Scope 1,Scope 1,Fuels,Gaseous fuels,Propane,,,GHG Conversion Factor 2022,,,kWh (Net CV),23.257,23.225,18,14,,
Scope 1,Scope 1,Fuels,Gaseous fuels,Propane,,,GHG Conversion Factor 2022,,,litres,154.354,1.5414,119,95,,
Scope 1,Scope 1,Fuels,Gaseous fuels,Propane,,,GHG Conversion Factor 2022,,,tonnes,2997.55,2993.4,2.31,1.85,,
Scope 1,Scope 1,Fuels,Liquid fuels,Aviation spirit,,,GHG Conversion Factor 2022,,,kWh (Gross CV),24.375,23.878,269,228,,
Scope 1,Scope 1,Fuels,Liquid fuels,Aviation spirit,,,GHG Conversion Factor 2022,,,kWh (Net CV),25.658,25.135,284,239,,
Scope 1,Scope 1,Fuels,Liquid fuels,Aviation spirit,,,GHG Conversion Factor 2022,,,litres,233.048,228.297,2.576,2.175,,
Scope 1,Scope 1,Fuels,Liquid fuels,Aviation spirit,,,GHG Conversion Factor 2022,,,tonnes,3192.76,3127.67,35.29,29.8,,
Scope 1,Scope 1,Fuels,Liquid fuels,Aviation turbine fuel,,,GHG Conversion Factor 2022,,,kWh (Gross CV),24.782,24.535,15,232,,
Scope 1,Scope 1,Fuels,Liquid fuels,Aviation turbine fuel,,,GHG Conversion Factor 2022,,,kWh (Net CV),26.086,25.826,16,244,,
Scope 1,Scope 1,Fuels,Liquid fuels,Aviation turbine fuel,,,GHG Conversion Factor 2022,,,litres,254.514,251.973,157,2.384,,
Scope 1,Scope 1,Fuels,Liquid fuels,Aviation turbine fuel,,,GHG Conversion Factor 2022,,,tonnes,3181.43,3149.67,1.96,29.8,,
Scope 1,Scope 1,Fuels,Liquid fuels,Burning oil,,,GHG Conversion Factor 2022,,,kWh (Gross CV),24.677,24.557,59,61,,
Scope 1,Scope 1,Fuels,Liquid fuels,Burning oil,,,GHG Conversion Factor 2022,,,kWh (Net CV),25.975,25.849,62,64,,
Scope 1,Scope 1,Fuels,Liquid fuels,Burning oil,,,GHG Conversion Factor 2022,,,litres,254.013,252.782,602,629,,
Scope 1,Scope 1,Fuels,Liquid fuels,Burning oil,,,GHG Conversion Factor 2022,,,tonnes,3165.01,3149.67,7.5,7.84,,
Scope 1,Scope 1,Fuels,Liquid fuels,Diesel (100% mineral diesel),,,GHG Conversion Factor 2022,,,kWh (Gross CV),25.321,24.971,2,348,,
Scope 1,Scope 1,Fuels,Liquid fuels,Diesel (100% mineral diesel),,,GHG Conversion Factor 2022,,,kWh (Net CV),26.939,26.565,3,371,,
Scope 1,Scope 1,Fuels,Liquid fuels,Diesel (100% mineral diesel),,,GHG Conversion Factor 2022,,,litres,2.6988,266.134,26,372,,
Scope 1,Scope 1,Fuels,Liquid fuels,Diesel (100% mineral diesel),,,GHG Conversion Factor 2022,,,tonnes,3208.76,3164.33,0.31,44.12,,
Scope 1,Scope 1,Fuels,Liquid fuels,Diesel (average biofuel blend),,,GHG Conversion Factor 2022,,,kWh (Gross CV),24.115,23.764,2,349,,
Scope 1,Scope 1,Fuels,Liquid fuels,Diesel (average biofuel blend),,,GHG Conversion Factor 2022,,,kWh (Net CV),25.631,25.257,3,371,,
Scope 1,Scope 1,Fuels,Liquid fuels,Diesel (average biofuel blend),,,GHG Conversion Factor 2022,,,litres,255.784,252.058,26,37,,
Scope 1,Scope 1,Fuels,Liquid fuels,Diesel (average biofuel blend),,,GHG Conversion Factor 2022,,,tonnes,3032.89,2988.85,0.31,43.73,,
Scope 1,Scope 1,Fuels,Liquid fuels,Fuel oil,,,GHG Conversion Factor 2022,,,kWh (Gross CV),26.816,26.709,4,67,,
Scope 1,Scope 1,Fuels,Liquid fuels,Fuel oil,,,GHG Conversion Factor 2022,,,kWh (Net CV),28.526,28.413,42,71,,
Scope 1,Scope 1,Fuels,Liquid fuels,Fuel oil,,,GHG Conversion Factor 2022,,,litres,317.523,316.262,473,788,,
Scope 1,Scope 1,Fuels,Liquid fuels,Fuel oil,,,GHG Conversion Factor 2022,,,tonnes,3229.2,3216.38,4.81,08.01,,
Scope 1,Scope 1,Fuels,Liquid fuels,Gas oil,,,GHG Conversion Factor 2022,,,kWh (Gross CV),25.679,25.359,26,294,,
Scope 1,Scope 1,Fuels,Liquid fuels,Gas oil,,,GHG Conversion Factor 2022,,,kWh (Net CV),27.319,26.978,28,313,,
Scope 1,Scope 1,Fuels,Liquid fuels,Gas oil,,,GHG Conversion Factor 2022,,,litres,275.857,272.417,281,3.159,,
Scope 1,Scope 1,Fuels,Liquid fuels,Gas oil,,,GHG Conversion Factor 2022,,,tonnes,3230.28,3190,3.29,36.99,,
Scope 1,Scope 1,Fuels,Liquid fuels,Lubricants,,,GHG Conversion Factor 2022,,,kWh (Gross CV),26.418,26.332,25,61,,
Scope 1,Scope 1,Fuels,Liquid fuels,Lubricants,,,GHG Conversion Factor 2022,,,kWh (Net CV),28.104,28.013,27,64,,
Scope 1,Scope 1,Fuels,Liquid fuels,Lubricants,,,GHG Conversion Factor 2022,,,litres,274.972,274.078,264,63,,
Scope 1,Scope 1,Fuels,Liquid fuels,Lubricants,,,GHG Conversion Factor 2022,,,tonnes,3181.44,3171.09,03.06,7.29,,
Scope 1,Scope 1,Fuels,Liquid fuels,Marine fuel oil,,,GHG Conversion Factor 2022,,,kWh (Gross CV),26.236,25.858,11,367,,
Scope 1,Scope 1,Fuels,Liquid fuels,Marine fuel oil,,,GHG Conversion Factor 2022,,,kWh (Net CV),27.911,27.509,11,391,,
Scope 1,Scope 1,Fuels,Liquid fuels,Marine fuel oil,,,GHG Conversion Factor 2022,,,litres,310.669,306.194,125,435,,
Scope 1,Scope 1,Fuels,Liquid fuels,Marine fuel oil,,,GHG Conversion Factor 2022,,,tonnes,3159.5,3113.99,1.27,44.24,,
Scope 1,Scope 1,Fuels,Liquid fuels,Marine gas oil,,,GHG Conversion Factor 2022,,,kWh (Gross CV),25.835,25.486,6,343,,
Scope 1,Scope 1,Fuels,Liquid fuels,Marine gas oil,,,GHG Conversion Factor 2022,,,kWh (Net CV),27.485,27.113,7,365,,
Scope 1,Scope 1,Fuels,Liquid fuels,Marine gas oil,,,GHG Conversion Factor 2022,,,litres,277.539,273.782,69,3.688,,
Scope 1,Scope 1,Fuels,Liquid fuels,Marine gas oil,,,GHG Conversion Factor 2022,,,tonnes,3249.99,3205.99,0.81,43.19,,
Scope 1,Scope 1,Fuels,Liquid fuels,Naphtha,,,GHG Conversion Factor 2022,,,kWh (Gross CV),23.651,23.564,26,61,,
Scope 1,Scope 1,Fuels,Liquid fuels,Naphtha,,,GHG Conversion Factor 2022,,,kWh (Net CV),24.895,24.804,27,64,,
Scope 1,Scope 1,Fuels,Liquid fuels,Naphtha,,,GHG Conversion Factor 2022,,,litres,211.927,211.149,23,548,,
Scope 1,Scope 1,Fuels,Liquid fuels,Naphtha,,,GHG Conversion Factor 2022,,,tonnes,3142.87,3131.33,3.41,8.13,,
Scope 1,Scope 1,Fuels,Liquid fuels,Petrol (100% mineral petrol),,,GHG Conversion Factor 2022,,,kWh (Gross CV),24.156,24.011,76,69,,
Scope 1,Scope 1,Fuels,Liquid fuels,Petrol (100% mineral petrol),,,GHG Conversion Factor 2022,,,kWh (Net CV),25.428,25.275,8,73,,
Scope 1,Scope 1,Fuels,Liquid fuels,Petrol (100% mineral petrol),,,GHG Conversion Factor 2022,,,litres,2.3397,232.567,732,671,,
Scope 1,Scope 1,Fuels,Liquid fuels,Petrol (100% mineral petrol),,,GHG Conversion Factor 2022,,,tonnes,3153.9,3135,9.86,09.04,,
Scope 1,Scope 1,Fuels,Liquid fuels,Petrol (average biofuel blend),,,GHG Conversion Factor 2022,,,kWh (Gross CV),22.719,22.575,75,69,,
Scope 1,Scope 1,Fuels,Liquid fuels,Petrol (average biofuel blend),,,GHG Conversion Factor 2022,,,kWh (Net CV),23.961,23.808,8,73,,
Scope 1,Scope 1,Fuels,Liquid fuels,Petrol (average biofuel blend),,,GHG Conversion Factor 2022,,,litres,216.185,214.805,72,66,,
Scope 1,Scope 1,Fuels,Liquid fuels,Petrol (average biofuel blend),,,GHG Conversion Factor 2022,,,tonnes,2903.08,2884.53,9.68,8.87,,
Scope 1,Scope 1,Fuels,Liquid fuels,Processed fuel oils - distillate oil,,,GHG Conversion Factor 2022,,,kWh (Gross CV),25.679,25.359,26,294,,
Scope 1,Scope 1,Fuels,Liquid fuels,Processed fuel oils - distillate oil,,,GHG Conversion Factor 2022,,,kWh (Net CV),27.319,26.978,28,313,,
Scope 1,Scope 1,Fuels,Liquid fuels,Processed fuel oils - distillate oil,,,GHG Conversion Factor 2022,,,litres,275.857,272.417,281,3.159,,
Scope 1,Scope 1,Fuels,Liquid fuels,Processed fuel oils - distillate oil,,,GHG Conversion Factor 2022,,,tonnes,3230.28,3190,3.29,36.99,,
Scope 1,Scope 1,Fuels,Liquid fuels,Processed fuel oils - residual oil,,,GHG Conversion Factor 2022,,,kWh (Gross CV),26.816,26.709,4,67,,
Scope 1,Scope 1,Fuels,Liquid fuels,Processed fuel oils - residual oil,,,GHG Conversion Factor 2022,,,kWh (Net CV),28.526,28.413,42,71,,
Scope 1,Scope 1,Fuels,Liquid fuels,Processed fuel oils - residual oil,,,GHG Conversion Factor 2022,,,litres,317.523,316.262,473,788,,
Scope 1,Scope 1,Fuels,Liquid fuels,Processed fuel oils - residual oil,,,GHG Conversion Factor 2022,,,tonnes,3229.2,3216.38,4.81,08.01,,
Scope 1,Scope 1,Fuels,Liquid fuels,Refinery miscellaneous,,,GHG Conversion Factor 2022,,,kWh (Gross CV),24.667,24.571,28,68,,
Scope 1,Scope 1,Fuels,Liquid fuels,Refinery miscellaneous,,,GHG Conversion Factor 2022,,,kWh (Net CV),25.965,25.864,3,71,,
Scope 1,Scope 1,Fuels,Liquid fuels,Refinery miscellaneous,,,GHG Conversion Factor 2022,,,litres,,,,,,
Scope 1,Scope 1,Fuels,Liquid fuels,Refinery miscellaneous,,,GHG Conversion Factor 2022,,,tonnes,2944.81,2933.33,3.39,08.09,,
Scope 1,Scope 1,Fuels,Liquid fuels,Waste oils,,,GHG Conversion Factor 2022,,,kWh (Gross CV),25.682,25.256,25,401,,
Scope 1,Scope 1,Fuels,Liquid fuels,Waste oils,,,GHG Conversion Factor 2022,,,kWh (Net CV),27.503,27.047,27,429,,
Scope 1,Scope 1,Fuels,Liquid fuels,Waste oils,,,GHG Conversion Factor 2022,,,litres,275.367,270.801,27,4.296,,
Scope 1,Scope 1,Fuels,Liquid fuels,Waste oils,,,GHG Conversion Factor 2022,,,tonnes,3224.57,3171.09,3.17,50.31,,
Scope 1,Scope 1,Fuels,Solid fuels,Coal (domestic),,,GHG Conversion Factor 2022,,,kWh (Gross CV),34.462,31.459,2.565,438,,
Scope 1,Scope 1,Fuels,Solid fuels,Coal (domestic),,,GHG Conversion Factor 2022,,,kWh (Net CV),36.276,33.115,27,461,,
Scope 1,Scope 1,Fuels,Solid fuels,Coal (domestic),,,GHG Conversion Factor 2022,,,tonnes,2883.26,2632,214.6,36.66,,
